109,,,"Nova Biomedical","pHOx Plus C","calibration verification fluids",,"pH, PCO2, PO2, SO2%, Hct, Hb, Na+, K+, Glu, Lac, Ca++, Cl-","Nova pHOx Plus C",Q-10099,199.000000,75.000000,Assessment,"Blood gas",,"Nova pHOx Plus C",950,"pHOx Plus C",,"Blood gas/electrolyte/Hct","pH, PCO2, PO2, SO2%, Hct, Hb, Na+, K+, Glu, Lac, Ca++, Cl-",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
110,,,"Nova Biomedical","pHOx Plus L","calibration verification fluids",,"pH. pCO2, pO2, Hct, Na, K, Glu, Ca, Lac, Mg","Nova pHOx Plus L",Q-10100,199.000000,75.000000,Assessment,"Blood gas",,"Nova pHOx Plus L",960,"pHOx Plus L",,"Blood gas/electrolyte/Hct","pH. pCO2, pO2, Hct, Na, K, Glu, Ca, Lac, Mg",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
111,,,"Nova Biomedical","Nova 1","calibration verification fluids",,"Na, K, Hct","Nova 1",Q-10101,199.000000,75.000000,Assessment,Chemistry,,"Nova 1",970,"Nova 1",,electrolyte/Hct,"Na, K, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
112,,,"Nova Biomedical","Nova 4","calibration verification fluids",,"Na, K, Cl, Li, TCO2","Nova 4",Q-10102,199.000000,75.000000,Assessment,Chemistry,,"Nova 4",980,"Nova 4",,electrolyte,"Na, K, Cl, Li, TCO2",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
113,,,"Nova Biomedical","Nova 5","calibration verification fluids",,"Na, K, Cl, Hct","Nova 5",Q-10103,199.000000,75.000000,Assessment,Chemistry,,"Nova 5",990,"Nova 5",,electrolyte/Hct,"Na, K, Cl, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
114,,,"Nova Biomedical","Nova 8","calibration verification fluids",,"Na, K, Ca, Mg, Hct, pH","Nova 8",Q-10104,199.000000,75.000000,Assessment,Chemistry,,"Nova 8",1000,"Nova 8",,pH/electrolyte/Hct,"Na, K, Ca, Mg, Hct, pH",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
115,,,"Nova Biomedical","Nova 10","calibration verification fluids",,"Na, K, Cl, Tca, Li","Nova 10",Q-10105,199.000000,75.000000,Assessment,Chemistry,,"Nova 10",1010,"Nova 10",,electrolyte/lithium,"Na, K, Cl, Tca, Li",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
116,,,"Nova Biomedical","Nova 11","calibration verification fluids",,"Na, K, Li, Hct","Nova 11",Q-10106,199.000000,75.000000,Assessment,Chemistry,,"Nova 11",1020,"Nova 11",,electrolyte/lithium/Hct,"Na, K, Li, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
117,,,"Nova Biomedical","Nova 12","calibration verification fluids",,"Na, K, Cl, TCO2, Glu, BUN","Nova 12",Q-10107,199.000000,75.000000,Assessment,Chemistry,,"Nova 12",1030,"Nova 12",,electrolyte/glucose,"Na, K, Cl, TCO2, Glu, BUN",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
118,,,"Nova Biomedical","Nova 13","calibration verification fluids",,"Na, K, Cl, Li, Hct","Nova 13",Q-10108,199.000000,75.000000,Assessment,Chemistry,,"Nova 13",1040,"Nova 13",,electrolyte/Hct,"Na, K, Cl, Li, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
119,,,"Nova Biomedical","Nova 14","calibration verification fluids",,"Na. K, Cl, Glu, BUN, Hct","Nova 14",Q-10109,199.000000,75.000000,Assessment,Chemistry,,"Nova 14",1050,"Nova 14",,electrolyte/Hct/BUN,"Na. K, Cl, Glu, BUN, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
120,,,"Nova Biomedical","Nova 16","calibration verification fluids",,"Na, K, Cl TCO2, Glu, BUN, Creat, Hct","Nova 16",Q-10110,199.000000,75.000000,Assessment,Chemistry,,"Nova 16",1060,"Nova 16",,electrolyte/Hct/metab,"Na, K, Cl TCO2, Glu, BUN, Creat, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
121,,,Siemens,"Stratus CS",cTnI,,cTnI,"Siemens Stratus CS cTnI",Q-10111,199.000000,75.000000,Assessment,"Cardiac Markers",Active,"Siemens Stratus CS cTnI",1360,"Stratus CS",cTnI,cTnI,cTnI,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
122,,,Siemens,"Stratus CS",CK-MB,,CK-MB,"Siemens Stratus CS CK-MB",Q-10112,199.000000,75.000000,Assessment,"Cardiac Markers",Active,"Siemens Stratus CS CK-MB",1370,"Stratus CS",CK-MB,CK-MB,CK-MB,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
123,,,Siemens,"Stratus CS",Myoglobin,,Myoglobin,"Siemens Stratus CS Myo",Q-10113,199.000000,75.000000,Assessment,"Cardiac Markers",Active,"Siemens Stratus CS Myo",1380,"Stratus CS",Myoglobin,Myoglobin,Myoglobin,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
124,,,Siemens,"Stratus CS",NT-proBNP,,NT-proBNP,"Siemens Stratus CS BNP",Q-10114,199.000000,75.000000,Assessment,"Cardiac Markers",Active,"Siemens Stratus CS BNP",1390,"Stratus CS",NT-proBNP,NT-proBNP,NT-proBNP,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
125,,,Siemens,"Stratus CS",D-dimer,,D-dimer,"Siemens Stratus CS D-dimer",Q-10115,199.000000,75.000000,Assessment,Coagulation,Active,"Siemens Stratus CS D-dimer",1400,"Stratus CS",D-dimer,D-dimer,D-dimer,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
126,,,Siemens,"Stratus CS",hsCRP,,hsCRP,"Siemens Stratus CS hsCRP",Q-10116,199.000000,75.000000,Assessment,Chemistry,Active,"Siemens Stratus CS hsCRP",1410,"Stratus CS",hsCRP,hsCRP,hsCRP,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
127,,,Siemens,"Stratus CS",ß-hCG,,ß-hCG,"Siemens Stratus CS bhCG",Q-10117,199.000000,75.000000,Assessment,Chemistry,Active,"Siemens Stratus CS bhCG",1420,"Stratus CS",ß-hCG,ß-hCG,ß-hCG,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
129,,,Sekisui,OSOM,"Influenza A&B",,"Flu A&B","Sekisui OSOM Flu A&B",Q-10119,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM Flu A&B",1170,OSOM,"Influenza A&B","Influenza A&B","Flu A&B","Acucy™ Reader","Acucy™ Reader","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
150,,,bioMérieux,VITEK®,MS-FA,,Various,"bioMérieux VITEK® MS-FA",Q-10140,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® MS-FA",1840,VITEK®,MS-FA,MS-FA,Various,VITEK®,VITEK®,"Formic Acid","formic acid",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,Optics,Optics,"Testing personnel","testing personnel","ATCC® 8739","ATCC® 8739","ATCC® 8739","ATCC® 8739",,,0
151,,,Abbott,"Abbott ID NOW™","COVID-19 2.0",,"COVID-19 viral RNA","Abbott ID NOW™  COVID-19 2.0",Q-10141,199.000000,75.000000,Assessment,COVID-19,Active,"Abbott ID NOW™  COVID-19 2.0",1450,"ID NOW™","COVID-19 2.0","COVID-19 2.0","COVID-19 viral RNA","ID NOW™","ID NOW™","COVID-19 2.0 Test Kit","COVID-19 2.0 Test kit","Test Base holder","test base holder","Sample Receiver holder","sample receiver holder",Configuration,configuration,"COVID-19 Control swab","COVID-19 control swab","Liquid control","liquid control","COVID-19 Proced. Ctrl","COVID-19 proced. ctrl",,,,,"Testing personnel","testing personnel",,,"ID NOW™ COVID-19 2.0",,"COVID-19 2.0","COVID-19 viral RNA",0
152,,,Generic,"Rapid Molecular Testing Device","COVID-19 assay",,COVID-19,"Generic Rapid Molecular",Q-10142,199.000000,75.000000,Assessment,COVID-19,Active,"Generic Rapid Molecular",1460,"Rapid Molecular Testing Device","COVID-19 assay","Rapid Molecular COVID-19 assay",COVID-19,Instrument,instrument,"COVID-19 Test Kit","COVID-19 test kit",,,,,,,"COVID-19 Control swab","COVID-19 control swab","Liquid control","liquid control","COVID-19 Proced. ctrl","COVID-19 proced. ctrl",,,,,"Testing personnel","testing personnel",,,,,,,0
153,,,Abbott,"BinaxNOW™ Ag Card","COVID-19 Ag",,"SARS-CoV-2 nucleocapsid protein antigen","Abbott BinaxNOW COVID-19 Ag Card",Q-10143,199.000000,75.000000,Assessment,COVID-19,Active,"Abbott BinaxNOW COVID-19 Ag Card",1470,"BinaxNOW™ Ag Card","COVID-19 Ag","COVID-19 Ag card","SARS-CoV-2 nucleocapsid protein antigen","Abbott BinaxNOW COVID-19 Ag Card","Abbott BinaxNOW COVID-19 Ag Card","Test card","test card","Test card","test card",,,,,"Control swab","control swab","Liquid control","liquid control","COVID-19 Proced. ctrl","COVID-19 proced. ctrl",,,,,"Testing personnel","testing personnel",,,,,,,0
155,,,Abbott,"Abbott Alinity ci System","SARS-CoV-2 IgG",,"IgG antibodies to SARS-CoV-2","SARS-CoV-2 IgG",Q-10145,199.000000,75.000000,Assessment,COVID-19,Active,"SARS-CoV-2 IgG",1490,"Abbott Alinity ci System","SARS-CoV-2 IgG",SARS-CoV-IgG,"IgG antibodies to SARS-CoV-2","Alinity ci Series System","Alinity ci series system","SARS-CoV-2 IgG Reagent Kit","SARS-CoV-2 IgG reagent kit",,,,,,,"SARS-CoV-2 IgG Control Kit","SARS-CoV-2 IgG control kit","Liquid control","liquid control",,,,,,,Operators,operators,"SARS-CoV-2 IgG Calibrator Kit","SARS-CoV-2 IgG calibrator kit","SARS-CoV-2 IgG Calibrator Kit","SARS-CoV-2 IgG calibrator kit",,,0
156,,,Abbott,"Abbott Alinity ci System","AdviseDx SARS-CoV-2 IgM",,"IgM antibodies to SARS-CoV-2","AdviseDx SARS-CoV-2-IgM",Q-10146,199.000000,75.000000,Assessment,COVID-19,Active,"AdviseDx SARS-CoV-2-IgM",1500,"Abbott Alinity ci System","AdviseDx SARS-CoV-2 IgM","AdviseDx SARS-CoV-2 IgM","IgM antibodies to SARS-CoV-2","Alinity ci Series System","Alinity ci series system","AdviseDx SARS-CoV-2 IgM reagent kit","AdviseDx SARS-CoV-2 IgM Reagent Kit",,,,,,,"AdviseDx SARS-CoV-2 IgM Control Kit","AdviseDx SARS-CoV-2 IgM control kit","Liquid control","liquid control",,,,,,,Operators,operators,"AdviseDx SARS-CoV-2 IgM Calibrator Kit","AdviseDx SARS-CoV-2 IgM calibrator kit","AdviseDx SARS-CoV-2 IgM Calibrator Kit","AdviseDx SARS-CoV-2 IgM calibrator kit",,,0
158,,,"""""""""""""""""""""""""""""""GeneXpert®, Cepheid Innovation""""""""""""""""""""""""""""""","Xpert® Xpress","SARS-CoV-2 Test",,"Nucleic acids from SARS-CoV-2","Xpert® Xpress SARS-CoV-2 Test",Q-10148,199.000000,75.000000,Assessment,COVID-19,Active,"Xpert® Xpress SARS-CoV-2 Test",1520,"Xpert® Xpress","SARS-CoV-2 Test","Xpert® Xpress SARS-CoV-2 test","Nucleic acids from SARS-CoV-2","GeneXpert® Dx System","GeneXpert Dx® system","Xpert® Xpress SARS-CoV2 Cartridges","Xpert® Xpress SARS-CoV2 cartridges",,,,,,,"AccuPlex™ SARS-CoV-2 Reference Material Kit","AccuPlex™ SARS-CoV-2 reference material kit","Liquid control","liquid control","Internal controls","internal controls",,,,,Operators,operators,,,,,,,0
159,,,"Becton Dickinson","Veritor™ Plus",SARS-CoV-2,,"SARS-CoV-2 nucleocapsid protein antigen","BD Veritor™ Plus",Q-10149,199.000000,75.000000,Assessment,COVID-19,Active,"BD Veritor™ Plus",1530,"Veritor™ Plus",SARS-CoV-2,"BD Veritor™ Plus","SARS-CoV-2 nucleocapsid protein antigen","BD Veritor™ Plus","BD Veritor™ Plus","BD Veritor™ Plus","BD Veritor™ Plus",,,,,,,"SARS-CoV-2 Control Swab","SARS-CoV-2 control swab","Liquid control","liquid control","Internal procedural controls","internal procedural controls",,,,,Operators,operators,,,,,,,0
160,,,"Generic SARS-CoV-2 IgG","Chemistry/Immunoassay Analyzer","SARS-CoV-2 IgG Antibody Test System",,"IgG antibodies to SARS-CoV-2","SARS-CoV-2 IgG Antibody Test",Q-10150,199.000000,75.000000,Assessment,COVID-19,Active,"SARS-CoV-2 IgG Antibody Test",1540,"Chemistry/Immunoassay Analyzer","SARS-CoV-2 IgG Antibody Test System","SARS-CoV-2 IgG antibody","IgG antibodies to SARS-CoV-2",Analyzer,analyzer,"SARS-CoV-2 IgG Reagent","SARS-CoV-2 IgG reagent",,,,,,,"SARS-CoV-2 IgG Control Kit","SARS-CoV-2 IgG control kit","Liquid control","liquid control",,,,,,,Operators,operators,"SARS-CoV-2 IgG Calibrator Kit","SARS-CoV-2 IgG calibrator kit","SARS-CoV-2 IgG Calibrator Kit","SARS-CoV-2 IgG calibrator kit",,,0
161,,,"Generic SARS-CoV-2 IgM","Chemistry/Immunoassay Analyzer","SARS-CoV-2 IgM Antibody Test System",,"IgM antibodies to SARS-CoV-2","SARS-CoV-2 IgM Antibody",Q-10151,199.000000,75.000000,Assessment,COVID-19,Active,"SARS-CoV-2 IgM Antibody",1550,"Chemistry/Immunoassay Analyzer","SARS-CoV-2 IgM Antibody Test System","SARS-CoV-2 IgM antibody","IgM antibodies to SARS-CoV-2",Analyzer,analyzer,"SARS-CoV-2 IgM Reagent","SARS-CoV-2 IgM reagent",,,,,,,"SARS-CoV-2 IgM Control Kit","SARS-CoV-2 IgM control kit","Liquid control","liquid control",,,,,,,Operators,operators,"SARS-CoV-2 IgM Calibrator Kit","SARS-CoV-2 IgM calibrator kit","SARS-CoV-2 IgM Calibrator Kit","SARS-CoV-2 IgM calibrator kit",,,0
162,,,Werfen,"GEM® 5000","calibration verification fluids",,"pH, PCO2, PO2, Na+, K+, Ca++, Cl-, Glu, Lac, Hct, tHb, O2Hb, COHb, MetHb, HHb, TBili
","Werfen GEM® 5000",Q-10152,199.000000,75.000000,Assessment,"Blood gas",Active,"Werfen GEM® 5000",751,"GEM® 5000",,"blood gas/electrolyte","pH, PCO2, PO2, Na+, K+, Ca++, Cl-, Glu, Lac, Hct, tHb, O2Hb, COHb, MetHb, HHb, TBili
","GEM® 5000","GEM® 5000","GEM PAK Cartridge","GEM PAK Cartridge",,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Blood gas control","blood gas control","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
163,,,Abbott,BinaxNOW™,"Legionella Antigen Card",," Legionella  Ag","Abbott BinaxNOW™ Legionella Ag Card",Q-10153,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott BinaxNOW™ Legionella Ag Card",1570,BinaxNOW™,"Legionella Antigen Card","Legionella Antigen Card"," Legionella  Ag","Abbott BinaxNOW™ Legionella Ag Card","Abbott BinaxNOW™ Legionella Ag Card","Test card","test card",,,,,,,"Control swabs","control swabs","Liquid control","liquid control","Legionella Internal procedural ctl","Legionella Internal procedural ctl",,,,,"Testing personnel","testing personnel",,,,,,,0
164,,,Abbott,BinaxNOW™,"S. pneumoniae Antigen Card",,"S. pneumoniae  Ag","Abbott BinaxNOW S. pneumoniae Antigen Card",Q-10154,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott BinaxNOW S. pneumoniae Antigen Card",1580,BinaxNOW™,"S. pneumoniae Antigen Card","S. pneumoniae Antigen  Card","S. pneumoniae  Ag","Abbott BinaxNOW S. pneumoniae Antigen Card","Abbott BinaxNOW S. pneumoniae Antigen Card","Test card","test card",,,,,,,"Control swabs","control swabs","Liquid control","liquid control","S. pneumoniae Internal procedural ctl","S. pneumoniae internal procedural ctl",,,,,"Testing personnel","testing personnel",,,,,,,0
165,,,Abbott,BinaxNOW™,"Malaria Test",," Malaria ","Abbott BinaxNOW™ Malaria Test",Q-10155,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott BinaxNOW™ Malaria Test",1590,BinaxNOW™,"Malaria Test","Malaria Test"," Malaria ","Abbott BinaxNOW™ Malaria Test","Abbott BinaxNOW™ Malaria Test","Test card","test card",,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control","Malaria Internal procedural ctl","Malaria internal procedural ctl",,,,,"Testing personnel","testing personnel",,,,,,,0
166,,,Abbott,BinaxNOW™,"RSV Card",,RSV,"Abbott BinaxNOW™ RSV Card",Q-10156,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott BinaxNOW™ RSV Card",1600,BinaxNOW™,"RSV Card","RSV Card",RSV,"Abbott BinaxNOW™ RSV Card","Abbott BinaxNOW™ RSV Card","Test card","test card",,,,,,,"Control swabs","control swabs","Liquid control","liquid control","RSV Internal procedural ctl","RSV Internal procedural ctl",,,,,"Testing personnel","testing personnel",,,,,,,0
167,,,Abbott,BinaxNOW™,"Strep A Card",,"Strep A","Abbott BinaxNOW™ Strep A Card",Q-10157,199.000000,75.000000,Assessment,Microbiology,Active,"Abbott BinaxNOW™ Strep A Card",1610,BinaxNOW™,"Strep A Card","Strep A Card","Strep A","Abbott BinaxNOW™ Strep A Card","Abbott BinaxNOW™ Strep A Card","Test card","test card",,,,,,,"Control swabs","control swabs","Liquid control","liquid control","Strep A Internal procedural ctl","Strep A Internal procedural ctl",,,,,"Testing personnel","testing personnel",,,,,,,0
169,,,bioMérieux,VITEK®,MS-DS,,"Various organisms","bioMérieux VITEK® MS-DS",Q-10159,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® MS-DS",1630,VITEK®,MS-DS,MS-DS,"Various organisms",VITEK®,VITEK®,"Target Slide","target slide",,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
170,,,bioMérieux,VITEK®,"MS MYCOBACTERIUM/NOCARDIA/SUPPLKIT",,"Various organisms","bioMérieux VITEK® MS MYCOBACTERIUM/NOCARDIA/SUPPLKIT",Q-10160,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® MS MYCOBACTERIUM/NOCARDIA/SUPPLKIT",1640,VITEK®,"MS MYCOBACTERIUM/NOCARDIA/SUPPLKIT","MS MYCOBACTERIUM/NOCARDIA/SUPPLKIT","Various organisms",VITEK®,VITEK®,"Target Slide","target slide",,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
171,,,bioMérieux,VITEK®,MS-CHCA,,"Various organisms","bioMérieux VITEK® MS-CHCA",Q-10161,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® MS-CHCA",1650,VITEK®,MS-CHCA,MS-CHCA,"Various organisms",VITEK®,VITEK®,Matrix,matrix,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
172,,,bioMérieux,VITEK®,2AST-GN73,,"Various organisms","bioMérieux VITEK 2 ®AST-GN73",Q-10162,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK 2 ®AST-GN73",1660,VITEK®,2AST-GN73,AST-GN73,"Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
173,,,bioMérieux,VITEK®,AST-GN86,,"Various organisms","bioMérieux VITEK® AST-GN86",Q-10163,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® AST-GN86",1670,VITEK®,AST-GN86,AST-GN86,"Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
175,,,bioMérieux,VITEK®,"BCLCard (Bacillus identification)",,"Various organisms","bioMérieux VITEK® BCL Card (Bacillus identification)",Q-10165,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® BCL Card (Bacillus identification)",1690,VITEK®,"BCLCard (Bacillus identification)","BCL Card(Bacillus identification)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
176,,,bioMérieux,VITEK®,"CBC Card ( Corynebacteria identification)",,"Various organisms","bioMérieux VITEK® CBC Card (Corynebacteria identification)",Q-10166,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® CBC Card (Corynebacteria identification)",1700,VITEK®,"CBC Card ( Corynebacteria identification)","CBC Card (Corynebacteria identification)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
178,,,bioMérieux,VITEK®,"GP Card (Gram positive bacterial identification)",,"Various organisms","bioMérieux GP Card(Gram positive bacteria lidentification)",Q-10168,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux GP Card(Gram positive bacteria lidentification)",1720,VITEK®,"GP Card (Gram positive bacterial identification)","GP Card (Gram positive bacterial identification)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
179,,,bioMérieu,VITEK®,"""""""""""""""""""""""""""""""NH Card (Neisseria, Haemophilus and other fastidious Gram negative bacteria) identification""""""""""""""""""""""""""""""",,"Various organisms","""""""""""""""""""""""""""""""bioMérieux NH Card (Neisseria, Haemophilus and other fastidious Gram negative bacteria) identification""""""""""""""""""""""""""""""",Q-10169,199.000000,75.000000,Assessment,Microbiology,,"""""""bioMérieux NH Card (Neisseria, Haemophilus and other fastidious Gram negative bacteria) identification""""""",1730,VITEK®,"""""""""""""""""""""""""""""""NH Card (Neisseria, Haemophilus and other fastidious Gram negative bacteria) identification""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""NH Card (Neisseria, Haemophilus and other fastidious Gram negative bacteria) identification""""""""""""""""""""""""""""""","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
180,,,bioMérieux,VITEK®,"YSTCard (Yeast identification)",,"Various organisms","bioMérieux YSTCard (Yeastidentification)",Q-10170,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux YSTCard (Yeastidentification)",1740,VITEK®,"YSTCard (Yeast identification)","YSTCard (Yeast identification)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
181,,,bioMérieux,VITEK®,"AST-GP (Gram positive bacterial susceptibility)",,"Various organisms","bioMérieux AST-GP(Gram positive bacterial susceptibility)",Q-10171,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux AST-GP(Gram positive bacterial susceptibility)",1750,VITEK®,"AST-GP (Gram positive bacterial susceptibility)","AST-GP (Gram positive bacterial susceptibility)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
182,,,bioMérieux,VITEK®,"AST -ST (Streptococcus species susceptibility)",,"Various organisms","bioMérieux  AST -ST (Streptococcus species susceptibility)",Q-10172,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux  AST -ST (Streptococcus species susceptibility)",1760,VITEK®,"AST -ST (Streptococcus species susceptibility)","AST -ST (Streptococcus species susceptibility)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
183,,,bioMérieux,VITEK®,"AST -YS (Yeast susceptibility)",,"Various organisms","bioMérieux AST -YS (Yeast susceptibility)",Q-10173,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux AST -YS (Yeast susceptibility)",1770,VITEK®,"AST -YS (Yeast susceptibility)","AST -YS (Yeast susceptibility)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
184,,,"Becton Dickinson",Phoenix™,Panels,,"Various organisms","Becton Dickinson Phoenix™ Panels",Q-10174,199.000000,75.000000,Assessment,Microbiology,Active,"Becton Dickinson Phoenix™ Panels",1850,Phoenix™,Panels,panel,"Various organisms",Phoenix™,Phoenix™,Panel,panel,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
